"","FIPS","state","name","population","total_liabilities","revenue","lib_rev_ratio","percapita","state_abv"
"541","51161","Virginia","Roanoke County",96929,268253281,220150962,121.849697390829,2767.52345531265,"VA"
"542","53021","Washington","Franklin County",96749,35593491,55257999,64.4132825005118,367.895182379146,"WA"
"543","13297","Georgia","Walton County",96673,130273100,100710925,129.35349367509,1347.56446991404,"GA"
"544","45057","South Carolina","Lancaster County",96016,110172717,97057851,113.512421576282,1147.44122854524,"SC"
"545","02090","Alaska","Fairbanks North Star Borough",95655,201261253,183959832,109.404999347901,2104.0327531232,"AK"
"546","39055","Ohio","Geauga County",95397,121933159,110893420,109.95526966343,1278.16555027936,"OH"
"547","34009","New Jersey","Cape May County",95263,407987377,196485831,207.64213629226,4282.74752002351,"NJ"
"548","26055","Michigan","Grand Traverse County",95238,67433298,91453389,73.7351548557703,708.050337050337,"MI"
"549","41003","Oregon","Benton County",95184,92278533,92385386,99.8843399322919,969.475258446798,"OR"
"550","37127","North Carolina","Nash County",94970,149678652,109755089,136.375136099612,1576.06246183005,"NC"
"551","19155","Iowa","Pottawattamie County",93667,22809822,79489940,28.6952311198121,243.520364696211,"IA"
"552","36101","New York","Steuben County",93584,234685568,196137700,119.653472025011,2507.75312019149,"NY"
"553","13247","Georgia","Rockdale County",93570,233905267,148803882,157.190298973517,2499.7891097574,"GA"
"554","01077","Alabama","Lauderdale County",93564,12717504,34174274,37.2136771654608,135.923047325895,"AL"
"555","55109","Wisconsin","St Croix County",93536,75807768,102640307,73.857698028904,810.466216216216,"WI"
"556","39157","Ohio","Tuscarawas County",93263,72539028,79764365,90.9416479401547,777.789991743778,"OH"
"557","48037","Texas","Bowie County",92893,35725560,44890737,79.5833670540985,384.588289752726,"TX"
"558","24009","Maryland","Calvert County",92783,298296746,358699056,83.1607279167191,3214.99354407596,"MD"
"559","21151","Kentucky","Madison County",92701,0,32669114,0,0,"KY"
"560","42097","Pennsylvania","Northumberland County",91647,75909455,73826229,102.821796573139,828.28084934586,"PA"
"561","48291","Texas","Liberty County",91628,90166128,60837898,148.207171786244,984.045575588248,"TX"
"562","06045","California","Mendocino County",91601,311501099,285004242,109.297004428446,3400.62989487014,"CA"
"563","55089","Wisconsin","Ozaukee County",91503,37952265,93119501,40.7565167257501,414.765253598243,"WI"
"564","51069","Virginia","Frederick County",91419,278129742,218801384,127.115165779756,3042.3625504545,"VA"
"565","48469","Texas","Victoria County",91319,43311737,61571762,70.3435074669456,474.29053099574,"TX"
"566","36117","New York","Wayne County",91283,130851816,182007208,71.8937548890921,1433.47409703888,"NY"
"567","33009","New Hampshire","Grafton County",91118,96283157,49602897,194.107930833153,1056.68646151145,"NH"
"568","01115","Alabama","St Clair County",91103,49527488,42730899,115.905560517227,543.642777954623,"AL"
"569","37157","North Carolina","Rockingham County",91096,144553001,110353033,130.99141642985,1586.82050803548,"NC"
"570","12089","Florida","Nassau County",90352,206503804,159210176,129.705154022316,2285.54768018417,"FL"
"571","16083","Idaho","Twin Falls County",90046,12414859,47855068,25.9426211660592,137.872409657286,"ID"
"572","72061","Puerto Rico","Guaynabo",89780,623465625,177568221,351.113291268487,6944.37096235242,"PR"
"573","55027","Wisconsin","Dodge County",89396,51957817,118987065,43.6667775610736,581.20964025236,"WI"
"574","29043","Missouri","Christian County",88842,0,35266274,0,0,"MO"
"575","26087","Michigan","Lapeer County",88619,30042306,89348982,33.6235571212216,339.005247181756,"MI"
"576","41033","Oregon","Josephine County",88090,49528960,79291197,62.464639044357,562.254058349415,"OR"
"577","72013","Puerto Rico","Arecibo",87754,231414371,44407645,521.113810471148,2637.08060031452,"PR"
"578","37023","North Carolina","Burke County",87570,107999745,114114110,94.6418852147206,1233.29616306954,"NC"
"579","41053","Oregon","Polk County",87433,56328756,54431358,103.485854606089,644.250523257809,"OR"
"580","53029","Washington","Island County",86857,32512928,91131392,35.6769794540173,374.327089353765,"WA"
"581","37109","North Carolina","Lincoln County",86810,243949858,156792313,155.587894159071,2810.15848404562,"NC"
"582","48005","Texas","Angelina County",86395,20946706,57222809,36.6055186140897,242.452757682736,"TX"
"583","42073","Pennsylvania","Lawrence County",86070,40448246,71716980,56.3998177279635,469.94592773324,"PA"
"584","13095","Georgia","Dougherty County",85790,44394827,96992514,45.7713953058274,517.482538757431,"GA"
"585","55055","Wisconsin","Jefferson County",84900,40983642,77922231,52.5955705760016,482.728409893993,"WI"
"586","48361","Texas","Orange County",84808,116894760,51445532,227.2204318929,1378.34591076314,"TX"
"587","29021","Missouri","Buchanan County",84793,11549032,52413352,22.0345228063261,136.202658238298,"MO"
"588","13127","Georgia","Glynn County",84499,77740781,140325250,55.4004222333472,920.020130415745,"GA"
"589","30013","Montana","Cascade County",84414,33292471,51576905,64.5491833990426,394.395135877935,"MT"
"590","54107","West Virginia","Wood County",84296,14797792,24635412,60.0671586089163,175.545601214767,"WV"
"591","45075","South Carolina","Orangeburg County",84223,209663272,83853341,250.035680748845,2489.38261520012,"SC"
"592","36015","New York","Chemung County",84148,197932221,219460712,90.1902756061413,2352.19162665779,"NY"
"593","42039","Pennsylvania","Crawford County",83938,34895953,76468037,45.6346917863211,415.734863828064,"PA"
"594","51165","Virginia","Rockingham County",83757,191133696,165298804,115.62920685137,2282.00265052473,"VA"
"595","13013","Georgia","Barrow County",83505,85315657,98327660,86.7666910816346,1021.68321657386,"GA"
"596","26111","Michigan","Midland County",83494,79577321,61726720,128.918758359427,953.090293913335,"MI"
"597","42063","Pennsylvania","Indiana County",83246,52191073,62377882,83.6691970400662,626.949919515652,"PA"
"598","12087","Florida","Monroe County",82874,484272398,326185672,148.46525754203,5843.47802688419,"FL"
"599","22097","Louisiana","St Landry Parish",82540,43718134,30582013,142.953748662653,529.659970923189,"LA"
"600","21029","Kentucky","Bullitt County",82217,0,31928729,0,0,"KY"
"601","48213","Texas","Henderson County",82150,11655251,42309174,27.5478103165049,141.877674984784,"TX"
"602","53041","Washington","Lewis County",82149,55734140,120835551,46.1239589994504,678.45183751476,"WA"
"603","01121","Alabama","Talladega County",82149,44080242,34664270,127.163335619068,536.588905525326,"AL"
"604","20103","Kansas","Leavenworth County",81881,0,92281019,0,0,"KS"
"605","29031","Missouri","Cape Girardeau County",81710,194689,3890227,5.0045665715651,2.38268265818137,"MO"
"606","40119","Oklahoma","Payne County",81646,0,32942216,0,0,"OK"
"607","06115","California","Yuba County",81575,299673311,214124803,139.952638275165,3673.59253447747,"CA"
"608","55071","Wisconsin","Manitowoc County",81359,40057232,77135340,51.9311018788535,492.351577575929,"WI"
"609","13031","Georgia","Bulloch County",81099,27011322,77425371,34.8869132315814,333.06603040728,"GA"
"610","40145","Oklahoma","Wagoner County",80981,0,25317689,0,0,"OK"
"611","37027","North Carolina","Caldwell County",80652,63680553,97110788,65.5751583438907,789.571901502753,"NC"
"612","42033","Pennsylvania","Clearfield County",80562,6118295,40159598,15.2349508080235,75.9451726620491,"PA"
"613","18085","Indiana","Kosciusko County",80240,0,230639342,0,0,"IN"
"614","41059","Oregon","Umatilla County",80075,10088644,65732119,15.3481192352859,125.989934436466,"OR"
"615","56025","Wyoming","Natrona County",79955,20783393,57705926,36.0160462549375,259.938627978238,"WY"
"616","47141","Tennessee","Putnam County",79854,129589503,76666290,169.030616976509,1622.83045307687,"TN"
"617","36019","New York","Clinton County",79843,346318357,148230788,233.634565175488,4337.49179013815,"NY"
"618","51019","Virginia","Bedford County",79462,142188340,128671767,110.504692144315,1789.38788351665,"VA"
"619","26037","Michigan","Clinton County",79128,11156457,33081811,33.7238399675278,140.992531088869,"MI"
"620","37195","North Carolina","Wilson County",78784,110165370,110178761,99.987846114915,1398.32161352559,"NC"
"621","36105","New York","Sullivan County",78624,743708859,235404792,315.927663443657,9459.05650946276,"NY"
"622","45073","South Carolina","Oconee County",78607,97448315,72021067,135.305291991856,1239.6900403272,"SC"
"623","51095","Virginia","James City County",78254,171757974,226939449,75.6844941489216,2194.87788483656,"VA"
"624","28035","Mississippi","Forrest County",78158,67672157,47606802,142.148084217041,865.837879679623,"MS"
"625","51015","Virginia","Augusta County",77487,109688579,129132904,84.9423931486897,1415.57395434073,"VA"
"626","29051","Missouri","Cole County",77279,13972414,57547685,24.2797151614352,180.804798198734,"MO"
"627","53009","Washington","Clallam County",77155,0,88411694,0,0,"WA"
"628","47001","Tennessee","Anderson County",77123,68698757,48561060,141.468816784477,890.76873306277,"TN"
"629","39141","Ohio","Ross County",77093,0,10220110,0,0,"OH"
"630","36009","New York","Cattaraugus County",77042,493045337,202582565,243.37994585072,6399.69545183147,"NY"
"631","05145","Arkansas","White County",76822,0,0,NA,0,"AR"
"632","33005","New Hampshire","Cheshire County",76458,87701485,55393566,158.324316943235,1147.05439587748,"NH"
"633","48471","Texas","Walker County",76400,56007585,42660659,131.286263064994,733.083573298429,"TX"
"634","37037","North Carolina","Chatham County",76285,283690151,146011833,194.29257558872,3718.8195713443,"NC"
"635","36011","New York","Cayuga County",76248,252202941,168404431,149.760276200809,3307.66631255902,"NY"
"636","35061","New Mexico","Valencia County",76205,37771409,39068800,96.6792146162667,495.655258841283,"NM"
"637","13157","Georgia","Jackson County",75907,114072225,90263795,126.376500123887,1502.78926844692,"GA"
"638","53027","Washington","Grays Harbor County",75636,0,91700037,0,0,"WA"
"639","39043","Ohio","Erie County",75622,193209404,112411156,171.877428250982,2554.93644706567,"OH"
"640","26159","Michigan","Van Buren County",75587,36677814,38744829,94.6650558194488,485.239710532234,"MI"
"641","12131","Florida","Walton County",75305,198451242,198118878,100.167759884043,2635.2996746564,"FL"
"642","72137","Puerto Rico","Toa Baja",75293,167464490,51128211,327.538332995848,2224.17077284741,"PR"
"643","39063","Ohio","Hancock County",74920,82913251,82695850,100.262892273312,1106.69048318206,"OH"
"644","35025","New Mexico","Lea County",74455,54412925,118652743,45.8589693118178,730.816264857968,"NM"
"645","55141","Wisconsin","Wood County",74207,49972740,89847019,55.6198085993259,673.423531472772,"WI"
"646","17183","Illinois","Vermilion County",74188,9650674,45210663,21.3460129969782,130.084029762226,"IL"
"647","42111","Pennsylvania","Somerset County",74129,33215131,59935197,55.4184063164087,448.072023094875,"PA"
"648","05085","Arkansas","Lonoke County",74015,3059864,21899273,13.9724455693118,41.3411335540093,"AR"
"649","39145","Ohio","Scioto County",74008,82854390,76774471,107.91919360799,1119.5328883364,"OH"
"650","12107","Florida","Putnam County",73321,128993420,102412962,125.954193181133,1759.29706359706,"FL"
"651","15007","Hawaii","Kauai County",73298,725655421,304570185,238.255566939358,9900.07122977435,"HI"
"652","38035","North Dakota","Grand Forks County",73170,51914698,42454615,122.282814247638,709.507967746344,"ND"
"653","28075","Mississippi","Lauderdale County",72984,92091409,57734908,159.507327871727,1261.80271018305,"MS"
"654","51061","Virginia","Fauquier County",72972,160394876,227484494,70.508047902377,2198.03316340514,"VA"
"655","35031","New Mexico","Mckinley County",72902,41887330,58636861,71.4351506640166,574.570382156868,"NM"
"656","47147","Tennessee","Robertson County",72803,133058609,66192439,201.017836795529,1827.65283024051,"TN"
"657","21047","Kentucky","Christian County",72748,0,28699190,0,0,"KY"
"658","49045","Utah","Tooele County",72698,40353403,84477836,47.7680358668278,555.082712041597,"UT"
"659","20161","Kansas","Riley County",71959,0,72247806,0,0,"KS"
"660","40037","Oklahoma","Creek County",71754,0,23376856,0,0,"OK"
"661","01049","Alabama","Dekalb County",71608,32941102,27771092,118.616516772189,460.019858116412,"AL"
"662","37171","North Carolina","Surry County",71359,97386614,93838597,103.780978311089,1364.74185456635,"NC"
"663","30049","Montana","Lewis And Clark County",70973,43971796,55402747,79.3675374977345,619.556676482606,"MT"
"664","55097","Wisconsin","Portage County",70377,25503222,95096401,26.8182830599446,362.380067351549,"WI"
"665","47059","Tennessee","Greene County",70152,23245149,45765912,50.7914034358148,331.354045501197,"TN"
"666","51199","Virginia","York County",70045,201768131,189576776,106.430827265466,2880.55008922835,"VA"
"667","22045","Louisiana","Iberia Parish",69929,43294756,30070185,143.979014429076,619.124483404596,"LA"
"668","38101","North Dakota","Ward County",69919,64109308,44592699,143.766377540862,916.908250976129,"ND"
"669","12023","Florida","Columbia County",69698,83999993,92193428,91.1127775832351,1205.19947487733,"FL"
"670","13285","Georgia","Troup County",69426,52838751,67750585,77.9901029636866,761.080157289776,"GA"
"671","41035","Oregon","Klamath County",69413,26388188,64135476,41.1444486667566,380.162044573783,"OR"
"672","45047","South Carolina","Greenwood County",69351,72531105,57665465,125.779103662825,1045.855214777,"SC"
"673","27013","Minnesota","Blue Earth County",69112,69713629,108654404,64.160886658584,1008.70513080218,"MN"
"674","48203","Texas","Harrison County",68839,22267467,32308034,68.9223832066043,323.471680297506,"TX"
"675","48409","Texas","San Patricio County",68755,65994386,54155380,121.861181659144,959.848534652025,"TX"
"676","48497","Texas","Wise County",68632,46252717,52539586,88.0340339948625,673.923490500058,"TX"
"677","37069","North Carolina","Franklin County",68573,124446362,111412372,111.698871288729,1814.80118997273,"NC"
"678","06033","California","Lake County",68163,143912888,182262376,78.9591857400125,2111.30507753473,"CA"
"679","24001","Maryland","Allegany County",68106,123120774,122734145,100.315013397453,1807.78160514492,"MD"
"680","26155","Michigan","Shiawassee County",68094,53954298,29556050,182.54908216761,792.350251123447,"MI"
"681","36053","New York","Madison County",68016,205104606,121339689,169.033403406861,3015.53466831334,"NY"
"682","21145","Kentucky","Mccracken County",67875,0,40213628,0,0,"KY"
"683","13047","Georgia","Catoosa County",67872,11303255,57004128,19.8288359046559,166.537821192834,"GA"
"684","35035","New Mexico","Otero County",67839,105979680,104583331,101.335154452099,1562.22349975678,"NM"
"685","72139","Puerto Rico","Trujillo Alto",67740,123530693,31376859,393.699997185824,1823.60042810747,"PR"
"686","37031","North Carolina","Carteret County",67686,54070410,162154237,33.3450491336838,798.841857991313,"NC"
"687","13295","Georgia","Walker County",67654,30925531,55055835,56.1712141864709,457.113119697283,"GA"
"688","21185","Kentucky","Oldham County",67607,0,41163020,0,0,"KY"
"689","45059","South Carolina","Laurens County",67539,61618483,43395176,141.993854339939,912.339285449888,"SC"
"690","20015","Kansas","Butler County",67380,0,73593821,0,0,"KS"
"691","13255","Georgia","Spalding County",67306,44546884,65252172,68.2688141016976,661.856060380947,"GA"
"692","05069","Arkansas","Jefferson County",67260,1780303,0,Inf,26.4689711567053,"AR"
"693","28067","Mississippi","Jones County",67246,106247483,45103016,235.56624905084,1579.98219968474,"MS"
"694","17199","Illinois","Williamson County",67153,29353557,38053899,77.1367922114893,437.114603964082,"IL"
"695","27131","Minnesota","Rice County",67097,57854796,84154140,68.7486034555163,862.256077022818,"MN"
"696","29187","Missouri","St Francois County",66922,0,29842363,0,0,"MO"
"697","72135","Puerto Rico","Toa Alta",66852,45990454,22073761,208.348971432644,687.94432477712,"PR"
"698","26067","Michigan","Ionia County",66804,39425778,38511388,102.374336650759,590.170917909107,"MI"
"699","18053","Indiana","Grant County",66674,0,176961718,0,0,"IN"
"700","26117","Michigan","Montcalm County",66614,15339200,27799737,55.1775004202378,230.269913231453,"MI"
"701","39013","Ohio","Belmont County",66497,149999693,91760659,163.468412972056,2255.73624374032,"OH"
"702","55017","Wisconsin","Chippewa County",66297,27527774,66550482,41.3637484999733,415.218999351404,"WI"
"703","27035","Minnesota","Crow Wing County",66123,78082818,108080576,72.2450054300229,1180.87228347171,"MN"
"704","04001","Arizona","Apache County",66021,44678861,48285989,92.5296590694249,676.737113948592,"AZ"
"705","26103","Michigan","Marquette County",66017,97512923,68774710,141.786018436137,1477.08806822485,"MI"
"706","37193","North Carolina","Wilkes County",65969,85130987,90038266,94.5497850880425,1290.46956904,"NC"
"707","06103","California","Tehama County",65829,127249786,147158137,86.4714575722034,1933.03537954397,"CA"
"708","55111","Wisconsin","Sauk County",65763,25459095,89115904,28.568520159993,387.134026732357,"WI"
"709","36113","New York","Warren County",65737,227533405,157487122,144.477467179824,3461.26846372667,"NY"
"710","17001","Illinois","Adams County",65737,47212770,37861065,124.700057961919,718.206945860018,"IL"
"711","53045","Washington","Mason County",65726,0,98704630,0,0,"WA"
"712","42005","Pennsylvania","Armstrong County",65558,59723964,48157071,124.019095762697,911.009548796486,"PA"
"713","45055","South Carolina","Kershaw County",65403,79795952,50321083,158.573598266953,1220.06562390104,"SC"
"714","39101","Ohio","Marion County",65359,58964526,65351921,90.2261557085675,902.163833595985,"OH"
"715","27027","Minnesota","Clay County",65318,98306437,98722086,99.5789706064355,1505.04358676016,"MN"
"716","13179","Georgia","Liberty County",65256,84793468,54800339,154.731648649108,1299.39726615177,"GA"
"717","39081","Ohio","Jefferson County",65249,98560531,92342570,106.733580189505,1510.52937209766,"OH"
"718","46083","South Dakota","Lincoln County",65161,0,27294310,0,0,"SD"
"719","41011","Oregon","Coos County",64929,47148890,59926367,78.6780383332766,726.160729412127,"OR"
"720","13103","Georgia","Effingham County",64769,42903778,74829973,57.3350173465919,662.412234247866,"GA"
"721","42025","Pennsylvania","Carbon County",64749,26343239,47660773,55.2723704250453,406.851673384917,"PA"
"722","42037","Pennsylvania","Columbia County",64727,26319498,39557915,66.5340880579778,406.623171165047,"PA"
"723","48347","Texas","Nacogdoches County",64653,9904623,27283645,36.3024185368194,153.196649807434,"TX"
"724","47063","Tennessee","Hamblen County",64499,48566893,33269859,145.978655935993,752.986759484643,"TN"
"725","37161","North Carolina","Rutherford County",64444,98298661,91774468,107.108941236249,1525.33456954876,"NC"
"726","26073","Michigan","Isabella County",64394,19594432,30412651,64.4285563925355,304.289716433208,"MI"
"727","28073","Mississippi","Lamar County",64222,57298161,43803496,130.807278487544,892.188985082993,"MS"
"728","06069","California","San Benito County",64209,123198890,109784735,112.218597603756,1918.71684654799,"CA"
"729","45043","South Carolina","Georgetown County",63404,185586482,90773166,204.450819749969,2927.04690555801,"SC"
"730","05115","Arkansas","Pope County",63381,2295183,26085293,8.79876258242528,36.2124769252615,"AR"
"731","37105","North Carolina","Lee County",63285,130871824,81206933,161.158437051181,2067.97541281504,"NC"
"732","45031","South Carolina","Darlington County",62905,37304907,42916462,86.9244696825195,593.035641046022,"SC"
"733","31079","Nebraska","Hall County",62895,670798,45751210,1.46618635878701,10.6653629064314,"NE"
"734","40047","Oklahoma","Garfield County",62846,0,25451885,0,0,"OK"
"735","39159","Ohio","Union County",62784,74443200,86128041,86.4331745337154,1185.70336391437,"OH"
"736","39083","Ohio","Knox County",62721,62985575,65566603,96.0635020240411,1004.21828414726,"OH"
"737","53071","Washington","Walla Walla County",62584,10482427,60867199,17.2217995442833,167.493720439729,"WA"
"738","37167","North Carolina","Stanly County",62504,51504063,80241531,64.1862915103153,824.012271214642,"NC"
"739","39009","Ohio","Athens County",62431,92164623,75953115,121.344098922078,1476.26376319457,"OH"
"740","26015","Michigan","Barry County",62423,31053744,54287849,57.2020158691496,497.472790477869,"MI"
"741","35015","New Mexico","Eddy County",62314,65875428,129049548,51.0466166065146,1057.15293513496,"NM"
"742","37087","North Carolina","Haywood County",62089,95873651,99133190,96.7119599399555,1544.13263218928,"NC"
"743","20155","Kansas","Reno County",61898,0,79622721,0,0,"KS"
"744","36051","New York","Livingston County",61834,280839370,148596835,188.994180125034,4541.82763528156,"NY"
"745","08045","Colorado","Garfield County",61685,12772498,101631411,12.5674708973587,207.060030801654,"CO"
"746","48221","Texas","Hood County",61598,23620726,41281142,57.2191680162337,383.465794343972,"TX"
"747","36021","New York","Columbia County",61570,245242516,146409123,167.504941614875,3983.14952087055,"NY"
"748","36115","New York","Washington County",61302,173760004,96345094,180.351688691071,2834.49159896904,"NY"
"749","47035","Tennessee","Cumberland County",61145,67020320,40694605,164.690921560733,1096.08831466187,"TN"
"750","37077","North Carolina","Granville County",60992,138404393,70902182,195.204701880684,2269.22207830535,"NC"
"751","47167","Tennessee","Tipton County",60970,1780926,32831485,5.42444546751388,29.2098737083812,"TN"
"752","26149","Michigan","St Joseph County",60939,15277619,29616596,51.5846554411587,250.703473965769,"MI"
"753","51143","Virginia","Pittsylvania County",60501,90788194,82122765,110.55179888305,1500.60650237186,"VA"
"754","37141","North Carolina","Pender County",60203,206956827,121486356,170.353967156608,3437.64973506304,"NC"
"755","36043","New York","Herkimer County",60139,240833003,108401367,222.167865281625,4004.60604599345,"NY"
"756","05033","Arkansas","Crawford County",60133,1948162,26669835,7.30473960562561,32.3975520928608,"AR"
"757","27111","Minnesota","Otter Tail County",60081,111160373,114631960,96.9715365592632,1850.17514688504,"MN"
"758","42015","Pennsylvania","Bradford County",59967,24410013,68452977,35.6595345736388,407.057431587373,"PA"
"759","39167","Ohio","Washington County",59771,58975547,66078822,89.2503001945162,986.691656488933,"OH"
"760","54055","West Virginia","Mercer County",59664,7195089,17074300,42.1398768909999,120.593473451327,"WV"
"761","29113","Missouri","Lincoln County",59574,0,30224698,0,0,"MO"
"762","48467","Texas","Van Zandt County",59541,4854178,24907541,19.4887885560441,81.5266455047782,"TX"
"763","32019","Nevada","Lyon County",59235,74015937,69790688,106.054173015174,1249.53046340846,"NV"
"764","01009","Alabama","Blount County",59134,14152777,28109252,50.3491768475376,239.334004126222,"AL"
"765","37163","North Carolina","Sampson County",59036,151934786,89980568,168.852886103142,2573.59553492784,"NC"
"766","39143","Ohio","Sandusky County",58896,73524006,68111843,107.945994061561,1248.37011002445,"OH"
"767","28087","Mississippi","Lowndes County",58879,83316458,48818502,170.665740624323,1415.04539818951,"MS"
"768","01001","Alabama","Autauga County",58805,15713834,19669534,79.8892032724314,267.21935209591,"AL"
"769","02122","Alaska","Kenai Peninsula Borough",58799,99205015,128715215,77.0732620848281,1687.18881273491,"AK"
"770","21195","Kentucky","Pike County",58669,0,36498873,0,0,"KY"
"771","29145","Missouri","Newton County",58648,0,24731996,0,0,"MO"
"772","39077","Ohio","Huron County",58565,49946373,61254024,81.5397417808828,852.836557670964,"OH"
"773","39129","Ohio","Pickaway County",58539,60763954,52181792,116.446660168359,1038.00806300073,"OH"
"774","42103","Pennsylvania","Pike County",58535,108645680,53547927,202.894278241621,1856.08063551721,"PA"
"775","36077","New York","Otsego County",58524,216666209,92506098,234.218298776368,3702.17703847994,"NY"
"776","55021","Wisconsin","Columbia County",58490,70362248,84952455,82.8254439497952,1202.97910753975,"WI"
"777","36037","New York","Genesee County",58388,95709182,135757673,70.5000165994301,1639.19267657738,"NY"
"778","48001","Texas","Anderson County",57922,37841367,25674309,147.39001154812,653.315959393667,"TX"
"779","47031","Tennessee","Coffee County",57889,76942226,38613046,199.264844322305,1329.13379053015,"TN"
"780","48323","Texas","Maverick County",57887,36897870,34200579,107.886682269326,637.412026879956,"TX"
"781","23017","Maine","Oxford County",57777,8800088,11765602,74.7950508609759,152.311265728577,"ME"
"782","54037","West Virginia","Jefferson County",57701,5352530,33046135,16.1971437809596,92.763210342975,"WV"
"783","49003","Utah","Box Elder County",57666,13764053,43419701,31.7000179250428,238.685759372941,"UT"
"784","22001","Louisiana","Acadia Parish",57576,15358961,26005740,59.0598883169639,266.759778379881,"LA"
"785","13129","Georgia","Gordon County",57544,17386009,48697689,35.7019180109348,302.134175587377,"GA"
"786","54079","West Virginia","Putnam County",57440,29705269,26234794,113.228520109592,517.15301183844,"WV"
"787","22113","Louisiana","Vermilion Parish",57359,28061153,33015819,84.9930543900789,489.219703969734,"LA"
"788","49021","Utah","Iron County",57289,20249796,47718722,42.4357467075501,353.467437029796,"UT"
"789","48473","Texas","Waller County",56794,74024447,45192715,163.797300073696,1303.38498785083,"TX"
"790","47073","Tennessee","Hawkins County",56721,75462475,31371511,240.544597931544,1330.41510199044,"TN"
"791","27025","Minnesota","Chisago County",56621,75408880,86173013,87.5086960229649,1331.81822998534,"MN"
"792","47019","Tennessee","Carter County",56356,23414070,29314428,79.8721707958961,415.467208460501,"TN"
"793","54049","West Virginia","Marion County",56205,4544440,25037338,18.1506516387645,80.8547282270261,"WV"
"794","29213","Missouri","Taney County",56066,0,43083203,0,0,"MO"
"795","08037","Colorado","Eagle County",55731,99689422,135278961,73.6917413196277,1788.7606897418,"CO"
"796","51031","Virginia","Campbell County",55696,56894024,84695909,67.1744652979638,1021.51005458202,"VA"
"797","17195","Illinois","Whiteside County",55691,15409189,42266476,36.4572362266492,276.690829757052,"IL"
"798","08067","Colorado","La Plata County",55638,11572069,74843148,15.4617614427442,207.988586936986,"CO"
"799","23009","Maine","Hancock County",55478,4920723,12093684,40.6883708884737,88.6968347813548,"ME"
"800","37107","North Carolina","Lenoir County",55122,74581634,78631728,94.8492878091144,1353.02844599253,"NC"
"801","72005","Puerto Rico","Aguadilla",55101,197614161,47394635,416.954705949313,3586.39881308869,"PR"
"802","39147","Ohio","Seneca County",55069,60011448,59477585,100.897586880839,1089.75009533494,"OH"
"803","47105","Tennessee","Loudon County",54886,79886327,34932884,228.685175263514,1455.49551798273,"TN"
"804","40051","Oklahoma","Grady County",54795,0,36641029,0,0,"OK"
"805","13039","Georgia","Camden County",54768,11700621,54628042,21.418708362273,213.639734881683,"GA"
"806","47089","Tennessee","Jefferson County",54683,70220487,45164130,155.478444951779,1284.13742845126,"TN"
"807","51067","Virginia","Franklin County",54477,81573962,99131734,82.2884445862714,1497.40187602107,"VA"
"808","72145","Puerto Rico","Vega Baja",54414,72206042,33111171,218.071544494757,1326.97544749513,"PR"
"809","47043","Tennessee","Dickson County",54315,84407113,48283290,174.816407498329,1554.02951302587,"TN"
"810","20169","Kansas","Saline County",54303,0,58688110,0,0,"KS"
"811","37189","North Carolina","Watauga County",54086,62224653,78801347,78.9639458828032,1150.47614909588,"NC"
"812","29101","Missouri","Johnson County",54013,0,34070261,0,0,"MO"
"813","29169","Missouri","Pulaski County",53955,0,19225674,0,0,"MO"
"814","51191","Virginia","Washington County",53935,40551086,70511059,57.5102495624126,751.851042922036,"VA"
"815","32007","Nevada","Elko County",53702,60439253,67245934,89.877929273761,1125.45627723362,"NV"
"816","17007","Illinois","Boone County",53448,14080543,31674741,44.4535379152745,263.443777129172,"IL"
"817","47145","Tennessee","Roane County",53404,43716530,38334604,114.039341582869,818.60029211295,"TN"
"818","36035","New York","Fulton County",53324,220248972,88652906,248.43965295396,4130.3910434326,"NY"
"819","26157","Michigan","Tuscola County",53323,30211983,55307353,54.6256173207204,566.584456988542,"MI"
"820","47107","Tennessee","Mcminn County",53276,7652284,28360380,26.9823041863332,143.634732337263,"TN"
"821","04007","Arizona","Gila County",53272,81859698,67174098,121.861998057644,1536.63646943986,"AZ"
"822","21113","Kentucky","Jessamine County",52991,0,30077581,0,0,"KY"
"823","17077","Illinois","Jackson County",52974,26274146,34998144,75.0729695837585,495.981915656737,"IL"
"824","48349","Texas","Navarro County",52624,13724440,38561520,35.5910244201992,260.801915475829,"TX"
"825","48265","Texas","Kerr County",52598,70161047,40400400,173.664238472886,1333.91092817217,"TX"
"826","41009","Oregon","Columbia County",52589,30037341,45402327,66.1581530832109,571.171556789443,"OR"
"827","51047","Virginia","Culpeper County",52552,105963218,112467260,94.2169463362049,2016.34986299285,"VA"
"828","17063","Illinois","Grundy County",52533,325495,39166468,0.831055279225076,6.19601012696781,"IL"
"829","24047","Maryland","Worcester County",52460,231766511,232870638,99.5258625091241,4417.96627906977,"MD"
"830","39005","Ohio","Ashland County",52447,37681048,49064929,76.7983338975177,718.45954964059,"OH"
"831","55015","Wisconsin","Calumet County",52442,57293698,57028704,100.464667757486,1092.51550284123,"WI"
"832","19181","Iowa","Warren County",52403,52238462,31876287,163.878754134696,996.860141594947,"IA"
"833","48401","Texas","Rusk County",52214,13027099,28193001,46.2068546729027,249.494369326234,"TX"
"834","37093","North Carolina","Hoke County",52082,73374284,70251453,104.445219090344,1408.82231865136,"NC"
"835","55043","Wisconsin","Grant County",51938,32246996,54505758,59.16254939524,620.874812276175,"WI"
"836","39037","Ohio","Darke County",51881,0,48711884,0,0,"OH"
